Record ID number,Order,Family,Species,Selection history,Plant growth form,Duration,Study code,Country,Location,Latitude,Longitude,Coordinates notes,KG climate simple,KG climate full,Habitat description,Population information,Population origin,Year,Season,Month,Standing or marked leaves,Leaf age,Area measurement method,Sampling details,Length of marking (days),Data source,Annual herbivory rate (%),Annual error estimate,Annual error value,Number of replicates,Daily herbivory rate (%),Daily error estimate,Daily error value,Consumers
2366,Sapindales,Burseraceae,Tetragastris panamensis,Wild,Tree,Perennial,mDE,Panama,Barro Colorado Island,9.08dN,79.50dW,Coordinates from the article,Tropical,Tropical monsoon ,Forest,Forest canopy gap,Natural,2003,Wet,"May, June, July, August, September, October",Marked,Mature,Automatic,3-5 mature leaves marked on 15 saplings per species,124.5128205,Species level daily rates were provided by author; annual damage were calculated by using the final measure of damage on mature leaves at the end of the wet seaon,10.80765335,SD,20.00458879,11,0.087979381,se,0.027930084,"Hemiptera (Insecta), Lepidoptera (Insecta), Orthoptera (Insecta)"
2367,Sapindales,Burseraceae,Tetragastris panamensis,Wild,Tree,Perennial,mDE,Panama,Barro Colorado Island,9.08dN,79.50dW,Coordinates from the article,Tropical,Tropical monsoon ,Forest,Forest closed canopy,Natural,2003,Wet,"May, June, July, August, September, October",Marked,Mature,Automatic,3-5 mature leaves marked on 15 saplings per species,124.5128205,Species level daily rates were provided by author; annual damage were calculated by using the final measure of damage on mature leaves at the end of the wet seaon,8.228247075,SD,12.4436958,11,0.524386104,se,NA,"Hemiptera (Insecta), Lepidoptera (Insecta), Orthoptera (Insecta)"
1902,Oxalidales,Elaeocarpaceae,Tetratheca ericifolia ,Wild,Shrub,Perennial,mBS,Australia,"Ku-ring-gai Chase National Park, Sydney","33d39'40""S","151d13'59""E",Coordinates from the article,Temperate,Temperate without dry season and hot summer,Ridge,NA,Natural,1999,Summer,January,Marked,Lifespan,Automatic,All species with 4 or more individuals and at least 25 expanding leaves by September 1998 were measured in January 1999,NA,P.523 Appendix 1 (used LLA total; includes fully consumed leaves),23.14,NA,NA,4 or more,NA,NA,NA,Insecta (general)
2118,Ranunculales,Ranunculaceae,Thalictrum dioicum,Wild,Forb/herb,Perennial,mBW,USA,"North Woods, Saratoga County, New York, Eastern forest",43d1'N,73d5'W,Coordinates from the article,Cold,Cold without dry season and warm summer,Deciduous forest,NA,Natural,"2006, 2007, 2009",Fall,"August, September, October",Standing,Mature,Visual,>8 leaves sampled per plant,NA,Appendix (multiplied by 100),6.9,NA,NA,4,NA,NA,NA,NA
2119,Ranunculales,Ranunculaceae,Thalictrum fendleri,Wild,Forb/herb,Perennial,mDJ,USA,Rocky Mountains,"38d57'56""N","106d59'12""W",Coordinates from the article,Cold,Cold without dry season and cold summer,Meadow-woodland,Sunny section of ecotone,Natural,"1981, 1982",Summer,"July, August",Standing,Mature,Grid,5 leaves sampled per plant (10 plants per species),NA,P.144 Table 1,13.1,SE,1.37,10,NA,NA,NA,"Coleoptera (Insecta), Lepidoptera (Insecta), Orthoptera (Insecta)"
2120,Ranunculales,Ranunculaceae,Thalictrum fendleri,Wild,Forb/herb,Perennial,mDJ,USA,Rocky Mountains,"38d57'56""N","106d59'12""W",Coordinates from the article,Cold,Cold without dry season and cold summer,Meadow-woodland,Shaded section of ecotone,Natural,"1981, 1982",Summer,"July, August",Standing,Mature,Grid,5 leaves sampled per plant (10 plants per species),NA,P.144 Table 1,6,SE,0.77,10,NA,NA,NA,"Coleoptera (Insecta), Lepidoptera (Insecta), Orthoptera (Insecta)"
2076,Polypodiales,Thelypteridaceae,Thelypteris cheilanthoides,Wild,Forb/herb,Perennial,mDQ,Mexico,"Veracruz, Las Vigas","19d37'48""N","97d4'48""W",Coordinates from the article,Temperate,Temperate without dry season and warm summer,Forest,NA,Natural,1976,NA,"March, April",Standing,Mature,Phtocopy,Several individuals sampled,NA,P.60 Table 2,38,NA,NA,NA,NA,NA,NA,Insecta (general)
2077,Polypodiales,Thelypteridaceae,Thelypteris turrialbae,Wild,Forb/herb,Perennial,mDP,Costa Rica,Finca La Selva,"10d25_34""N","84d00_10""W",From Google Earth,Tropical,Tropical rainforest ,Forest,NA,Natural,1979,NA,September,Standing,Mature,Phtocopy,1 frond randomly sampled from each of 50 clusters per species,NA,P.109,5.5,NA,NA,50,NA,NA,NA,Insecta (general)
1601,Malvales,Malvaceae,Theobroma cacao,Crop,Tree,Perennial,mDI,Costa Rica,Turrialba,9d51'N,83d39'26.7''W,"latitude coordinates from article, longitude From http://www.latlong.net/",Tropical,Tropical monsoon ,Agricultural field,"Ecosystem: three aborescent perrenials (cocao, plantain, Cordia alliodora)",Planted,NA,NA,Unspecific,Standing,Mature,Automatic,2 leaves per plant (~15 plants per species),NA,P.318 Table 3 (removed those that were mostly brown spot damage),9.7,NA,NA,15,NA,NA,NA,Insecta (general)
1602,Malvales,Malvaceae,Theobroma cacao,Crop,Tree,Perennial,mDI,Mexico,Tabasco,18d6'N,93d00'W,"latitude coordinates from article, longitude estimated",Tropical,Tropical savannah ,Agricultural field,Ecosystem: old diverse wooden garden,Planted,NA,NA,Unspecific,Standing,Mature,Automatic,2 leaves per plant (~15 plants per species),NA,P.318 Table 3 (removed those that were mostly brown spot damage),4.9,NA,NA,15,NA,NA,NA,Insecta (general)
760,Fabales,Fabaceae,Thermopsis rhombifolia,Wild,Forb/herb,Perennial,cDM,Canada,Alberta,61dN,138dW,Coordinates from the article,Cold,Cold dry summer and cold summer,Grassland and forest,Control treatment (not touched),Natural,2000,Summer,August,Standing,NA,Visual,"Estimated herbivore damage per plant, comparing handling treatments, ",NA,P.273 Figure 1,70.175,SE,4.425,98,NA,NA,NA,Insecta (general)
920,Gentianales,Apocynaceae,Thevetia ovata,Wild,Shrub,Perennial,mAJ,Mexico,"Chamela-Cuixmala Biosphere Reserve, Jalisco",19d30_N,105d03_W,Coordinates from the article,Tropical,Tropical savannah ,Forest,Deciduous habitat,Natural,2001,Wet,Unspecific,Standing,NA,Automatic,50 leaves sampled from each of 20 individuals per plant species,NA,P.112 Figure 1b,7.796663953,unclear if SE or SD,1.016956168,20,NA,NA,NA,Diptera (Insecta)
2507,Sapindales,Sapindaceae,Thinouia tomocarpa,Wild,Woody liana,Perennial,cAU,Mexico,"Los Tuxtlas Research Station, Veracruz",18d36'N,95d07'W,Coordinates from the article,Tropical,Tropical monsoon ,Forest,NA,Natural,1984,Wet,June,Standing,Mature,Automatic,2 of the most mature leaves sampled per seedling during different seasons; 50 leaves per species,NA,P.104 Table 2,13.9,CV,140.3,25,NA,NA,NA,"Coleoptera (Insecta), Hemiptera (Insecta), Lepidoptera (Insecta), Orthoptera (Insecta)"
366,Brassicales,Brassicaceae,Thlaspi arvense ,Wild,Forb/herb,Annual,mBW,USA,Rocky Mountain Biological Lab,38d57_29__N,106d59_06__W,Coordinates from the article,Cold,Cold without dry season and cold summer,Meadow-woodland,NA,Natural,2009,Fall,August,Standing,Mature,Visual,>8 leaves sampled per plant,NA,Appendix (multiplied by 100),1.2,NA,NA,8,NA,NA,NA,NA
2508,Sapindales,Sapindaceae,Thouinia paucidentata,Wild,Tree,Perennial,cDU,Mexico,Chamela Biological Station,19d30_N,105d03_W,Coordinates from the article,Tropical,Tropical savannah ,Forest,NA,Natural,2002,Wet,Unspecific,Marked,Expanding,Grid,"10 young leaves tagged and measured 30 days later, all adult plants,",30,Appendix,NA,NA,NA,6,0.26,NA,NA,NA
2509,Sapindales,Sapindaceae,Thouinia paucidentata,Wild,Tree,Perennial,mBE,Mexico,"Estacion de Biologia Chamela, National Unviersity of Mexico, Jalisco State",19d30'N,105d03'W,Coordinates from the article,Tropical,Tropical savannah ,Forest,NA,Natural,1985,Wet,"July, August, September",Marked,Lifespan,Automatic,20 leaves marked for 5 individuals per species,NA,P.81 Table 1 (long-term measurement used (plants tagged over entire growth period)),4.63,NA,NA,5,NA,NA,NA,Insecta (general)
2510,Sapindales,Sapindaceae,Thouinia paucidentata,Wild,Tree,Perennial,mBE,Mexico,"Estacion de Biologia Chamela, National Unviersity of Mexico, Jalisco State",19d30'N,105d03'W,Coordinates from the article,Tropical,Tropical savannah ,Forest,NA,Natural,1983,Wet,"July, August, September",Standing,Mature,Automatic,100+ leaves sampled per tree during late September,NA,P.82 Table 2,7.41,SD,2.75,5 to 7,NA,NA,NA,Insecta (general)
2511,Sapindales,Sapindaceae,Thouinia paucidentata,Wild,Tree,Perennial,mBE,Mexico,"Estacion de Biologia Chamela, National Unviersity of Mexico, Jalisco State",19d30'N,105d03'W,Coordinates from the article,Tropical,Tropical savannah ,Forest,NA,Natural,1984,Wet,"July, August, September",Standing,Mature,Automatic,100+ leaves sampled per tree during late September,NA,P.82 Table 2,9.96,SD,5.21,5 to 7,NA,NA,NA,Insecta (general)
2512,Sapindales,Sapindaceae,Thouinia paucidentata,Wild,Tree,Perennial,mBE,Mexico,"Estacion de Biologia Chamela, National Unviersity of Mexico, Jalisco State",19d30'N,105d03'W,Coordinates from the article,Tropical,Tropical savannah ,Forest,NA,Natural,1985,Wet,"July, August, September",Standing,Mature,Automatic,100+ leaves sampled per tree during late September,NA,P.82 Table 2,2.86,SD,1.67,5 to 7,NA,NA,NA,Insecta (general)
2513,Sapindales,Sapindaceae,Thouinia paucidentata,Wild,Tree,Perennial,mBE,Mexico,"Estacion de Biologia Chamela, National Unviersity of Mexico, Jalisco State",19d30'N,105d03'W,Coordinates from the article,Tropical,Tropical savannah ,Forest,NA,Natural,1985,Wet (start),"July, August",Marked,Expanding,Automatic,"20 new leaves marked in July, 5 plants per species, measured in August or September",NA,Figure 1,NA,NA,NA,5,0.083557178,SD,0.022613519,Insecta (general)
2514,Sapindales,Sapindaceae,Thouinia paucidentata,Wild,Tree,Perennial,mBE,Mexico,"Estacion de Biologia Chamela, National Unviersity of Mexico, Jalisco State",19d30'N,105d03'W,Coordinates from the article,Tropical,Tropical savannah ,Forest,NA,Natural,1985,Wet (end),"July, August, September",Marked,Mature,Automatic,"20 new leaves marked in July, 5 plants per species, measured in August or September",NA,Figure 1,NA,NA,NA,5,0.02441899,SD,0.018036651,Insecta (general)
1909,Pinales,Cupressaceae,Thuja occidentalis,Wild,Tree,Perennial,mDT,Canada,Flower Pot Island,"45d26'39""N","81d36'17""W",From Google Earth,Cold,Cold without dry season and warm summer,NA,NA,Natural,2012,"Summer, Fall","August, September",Standing,Mature,Visual,Up to 10 random leaves sampled per plant (3-4 individuals per site); some gymnosperms were an exception to this for which 50 needles (5 sets of 10 consecutive needles) were sampled per branch,NA,Species level data provided by author,1.913333333,SE,1.078352653,3,NA,NA,NA,NA
1910,Pinales,Cupressaceae,Thuja plicata,Wild,Tree,Perennial,cEH,USA,"Wind River Canopy Crane Research Facility, Washington State",47d45'3.8664''N,120d44'24.5004''W,From http://www.latlong.net/,Cold,Cold dry summer and warm summer,Montane forest,NA,Natural,NA,NA,Unspecific,Standing,NA,Visual,"Subplot frame randomly placed on section of canopy, herbivory measured on every 10th leaf selected (1 leaf per sample frame)",NA,P.478 Table 1,0.1,SE,0.01,11,NA,NA,NA,Insecta (general)
1911,Pinales,Cupressaceae,Thuja plicata,Wild,Tree,Perennial,mDK,USA,"Washington, Gifford Pinchot National Forest ",46d9'49.1868''N,121d33'56.8116''W,From http://www.latlong.net/,Cold,Cold dry summer and warm summer,Coniferous forest,NA,Natural,1995,Summer,August,Standing,Mature,Visual,Branches sampled at different canopy levels,NA,"P.636 Table 2; only taking August measurements, mean of all canopy levels",0.33,SE,0.33,5,NA,NA,NA,"Hemiptera (Insecta), Lepidoptera (Insecta)"
1603,Malvales,Malvaceae,Tilia americana ,Wild,Tree,Perennial,mBW,USA,"North Woods, Saratoga County, New York, Eastern forest",43d1'N,73d5'W,Coordinates from the article,Cold,Cold without dry season and warm summer,Deciduous forest,NA,Natural,"2006, 2007, 2009",Fall,"August, September, October",Standing,Mature,Visual,>8 leaves sampled per plant,NA,Appendix (multiplied by 100),5.2,NA,NA,7,NA,NA,NA,NA
1604,Malvales,Malvaceae,Tilia cordata,Wild,Tree,Perennial,cEB,Russia,"Izhevsk, Udmurt Republic",56d51'11.5704''N,53d12'55.7604''E,From http://www.latlong.net/,Cold,Cold without dry season and warm summer,Urban field,NA,Natural,1999,Fall,September,Standing,NA,Visual,100 leaves estimated every 10 days on a branch,NA,P.588,22.7,SE,2.4,150,NA,NA,NA,Lepidoptera (Insecta)
1605,Malvales,Malvaceae,Tilia cordata,Wild,Tree,Perennial,cEB,Russia,"Izhevsk, Udmurt Republic",56d51'11.5704''N,53d12'55.7604''E,From http://www.latlong.net/,Cold,Cold without dry season and warm summer,Urban field,NA,Natural,2000,Fall,September,Standing,NA,Visual,100 leaves estimated every 10 days on a branch,NA,P.588,15.3,SE,0.7,150,NA,NA,NA,Lepidoptera (Insecta)
1606,Malvales,Malvaceae,Tilia cordata,Wild,Tree,Perennial,cEB,Russia,"Izhevsk, Udmurt Republic",56d51'11.5704''N,53d12'55.7604''E,From http://www.latlong.net/,Cold,Cold without dry season and warm summer,Urban field,NA,Natural,2001,Fall,September,Standing,NA,Visual,100 leaves estimated every 10 days on a branch,NA,P.588,50.2,SE,2.6,150,NA,NA,NA,Lepidoptera (Insecta)
1607,Malvales,Malvaceae,Tilia cordata,Wild,Tree,Perennial,cEB,Russia,"Izhevsk, Udmurt Republic",56d51'11.5704''N,53d12'55.7604''E,From http://www.latlong.net/,Cold,Cold without dry season and warm summer,Urban field,NA,Natural,2002,Fall,September,Standing,NA,Visual,100 leaves estimated every 10 days on a branch,NA,P.588,52.6,SE,3.8,150,NA,NA,NA,Lepidoptera (Insecta)
1949,Poales,Bromeliaceae,Tillandsia deppeana,Wild,Forb/herb,Perennial,cCZ,Mexico,Veracruz,19d31_N,96d57_W,Coordinates from the article,Temperate,Temperate without dry season and warm summer,Lower montane forest,NA,Natural,"2002, 2003",All seasons,All year,Marked,Lifespan,Visual,Marked leaves sampled from 250 branch sections on 16 trees,365,"P.150 Table 1, daily rate caluclated by divided by 365",73,NA,NA,12,0.2,NA,NA,NA
1950,Poales,Bromeliaceae,Tillandsia juncea,Wild,Forb/herb,Perennial,cCZ,Mexico,Veracruz,19d31_N,96d57_W,Coordinates from the article,Temperate,Temperate without dry season and warm summer,Lower montane forest,NA,Natural,"2002, 2003",All seasons,All year,Marked,Lifespan,Visual,Marked leaves sampled from 250 branch sections on 16 trees,365,"P.150 Table 1, daily rate caluclated by divided by 365",20,NA,NA,101,0.054794521,NA,NA,NA
1951,Poales,Bromeliaceae,Tillandsia multicaulis,Wild,Forb/herb,Perennial,cCZ,Mexico,Veracruz,19d31_N,96d57_W,Coordinates from the article,Temperate,Temperate without dry season and warm summer,Lower montane forest,NA,Natural,"2002, 2003",All seasons,All year,Marked,Lifespan,Visual,Marked leaves sampled from 250 branch sections on 16 trees,365,"P.150 Table 1, daily rate caluclated by divided by 365",41,NA,NA,143,0.112328767,NA,NA,NA
1952,Poales,Bromeliaceae,Tillandsia punctulata,Wild,Forb/herb,Perennial,cCZ,Mexico,Veracruz,19d31_N,96d57_W,Coordinates from the article,Temperate,Temperate without dry season and warm summer,Lower montane forest,NA,Natural,"2002, 2003",All seasons,All year,Marked,Lifespan,Visual,Marked leaves sampled from 250 branch sections on 16 trees,365,"P.150 Table 1, daily rate caluclated by divided by 365",65,NA,NA,99,0.178082192,NA,NA,NA
1655,Myrtales,Melastomataceae,Tococa bullifera,Wild,Tree,Perennial,cCW,Brazil,"Distrito Agropecuario, Manaus",1d47'S,59d48'W,Coordinates from the article,Tropical,Tropical monsoon ,Forest,Plants naturally occupied by Azteca sp. ants,Natural,1989,Wet,Unspecific,Standing,Mix,Grid,4-10 leaves randomly sampled per plant,NA,P.104,13.7,SE,2,NA,NA,NA,NA,NA
1656,Myrtales,Melastomataceae,Tococa bullifera,Wild,Tree,Perennial,cCW,Brazil,"Distrito Agropecuario, Manaus",1d47'S,59d48'W,Coordinates from the article,Tropical,Tropical monsoon ,Forest,Plants naturally occupied by Azteca sp. ants,Natural,1989,Wet,Unspecific,Standing,Mix,Grid,4-10 leaves randomly sampled per plant,NA,P.104,8.4,SE,1.7,NA,NA,NA,NA,NA
1657,Myrtales,Melastomataceae,Tococa coronata,Wild,Shrub,Perennial,mBR,Venezuela,"Yutaje camp, Cerro Yutaje, Amazonas State",5d36'N,66d06'W,Coordinates from the article,Tropical,Tropical savannah ,Forest gallery,Yutaje,Natural,1996,Wet,July,Marked,Expanding,Automatic,"Marked young leaves, measured herbivory 26-39 days later",29 to 35,"Figure 1; ignoring ant removal treatments, damage values divided by 28 days",NA,NA,NA,20,0.078728886,se,0.14314343,"Hymenoptera (insecta), Coleoptera (insecta)"
1658,Myrtales,Melastomataceae,Tococa guianensis,Wild,Shrub,Perennial,mBR,Venezuela,"Canaima, Carrao River, Canaima National Park, Bolivar State",6d19'N, 62d49'W,Coordinates from the article,Tropical,Tropical savannah ,Forest gap,Canaima,Natural,1995,Wet,July,Marked,Expanding,Automatic,"Marked young leaves, measured herbivory 26-39 days later",29 to 35,"Figure 1; ignoring ant removal treatments, damage values divided by 28 days",NA,NA,NA,20,0.057257372,se,0.064414543,"Hymenoptera (insecta), Coleoptera (insecta)"
1659,Myrtales,Melastomataceae,Tococa guianensis,Wild,Shrub,Perennial,mBR,Venezuela,"Yutaje camp,  Cerro Yutaje, Amazonas State",5d36'N,66d06'W,Coordinates from the article,Tropical,Tropical savannah ,Forest gap,Yutaje,Natural,1996,Wet,July,Marked,Expanding,Automatic,"Marked young leaves, measured herbivory 26-39 days later",29 to 35,"Figure 1; ignoring ant removal treatments, damage values divided by 28 days",NA,NA,NA,20,0.19324363,se,0.236186659,"Hymenoptera (insecta), Coleoptera (insecta)"
1660,Myrtales,Melastomataceae,Tococa guianensis,Wild,Shrub,Perennial,mBR,Venezuela,"Canaima, Carrao River, Canaima National Park, Bolivar State",6d19'N, 62d49'W,Coordinates from the article,Tropical,Tropical savannah ,Forest understory,Canaima,Natural,1995,Wet,July,Marked,Expanding,Automatic,"Marked young leaves, measured herbivory 26-39 days later",29 to 35,"Figure 1; ignoring ant removal treatments, damage values divided by 28 days",NA,NA,NA,20,0.114514744,se,0.100200401,"Hymenoptera (insecta), Coleoptera (insecta)"
