plant_genus_species,MF,abscission_num,barcode,herbarium,month,month_char,day,year,date,state,county,leafremoved,skel,stippling,blotch.mine,serpentine.mine,leafminer.oviholes,leaf.galls,leaf.roller,sooty.mould,unknown.lesions,aphids,spidermites,softscaleinsects
carya_ovata,NA_getlater,NA,NA,NEBC,6,Jun,10,1894,6/10/1894,Maine,York,1,0,0,0,0,0,0,0,0,0,0,0,0
carya_ovata,NA_getlater,NA,NA,NEBC,7,Jul,8,1898,7/8/1898,Maine,York,0,0,0,0,0,0,0,0,0,5,0,0,0
vaccinium_angustifolium,GG_Kennedy,NA,NA,NEBC,7,Jul,21,1909,7/21/1909,Massachusetts,Barnstable,3,0,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,CH_Knowlton,NA,NA,NEBC,7,Jul,8,1915,7/8/1915,Massachusetts,Barnstable,3,0,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,ML_Fernald_B_Long,17276,NA,NEBC,8,Aug,22,1918,8/22/1918,Massachusetts,Barnstable,5,2,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,ML_Fernald_B_Long,18937,NA,NEBC,7,Jul,17,1919,7/17/1919,Massachusetts,Barnstable,2,0,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,CH_Knowlton,NA,NA,NEBC,8,Aug,23,1920,8/23/1920,Massachusetts,Barnstable,3,1,0,0,0,0,0,0,0,0,0,0,0
quercus_bicolor,NA_getlater,NA,NA,Arnold,5,May,30,1963,5/30/1963,Massachusetts,Barnstable,0,0,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,RJ_Eaton_HK_Svensen,450,NA,NEBC,6,Jun,11,1971,6/11/1971,Massachusetts,Barnstable,1,0,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,EF_Williams,NA,NA,GH,6,Jun,16,1901,6/16/1901,Massachusetts,Berkshire,1,0,0,0,0,0,0,0,0,3,0,0,0
desmodium_canadense,NA_getlater,NA,NA,NEBC,8,Aug,22,1902,8/22/1902,Massachusetts,Berkshire,3,1,0,0,0,0,0,0,0,0,0,0,0
quercus_bicolor,NA_getlater,NA,NA,NEBC_,9,Sep,6,1912,9/6/1912,Massachusetts,Berkshire,0,0,0,4,0,0,0,0,0,4,0,0,0
desmodium_canadense,NA_getlater,NA,NA,NEBC,8,Aug,11,1916,8/11/1916,Massachusetts,Berkshire,2,0,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,JR_Churchill,NA,NA,NEBC,8,Aug,14,1916,8/14/1916,Massachusetts,Berkshire,3,1,0,0,0,0,0,0,0,0,0,0,0
carya_ovata,NA_getlater,NA,NA,NEBC,5,May,30,1918,5/30/1918,Massachusetts,Berkshire,2,0,0,0,0,0,0,0,0,0,0,0,0
quercus_bicolor,NA_getlater,NA,NA,Gray,5,May,28,1919,5/28/1919,Massachusetts,Berkshire,4,0,0,0,0,0,0,0,0,0,0,0,0
carya_ovata,NA_getlater,NA,NA,NEBC,7,Jul,2,1920,7/2/1920,Massachusetts,Berkshire,0,0,1,0,0,0,0,0,0,0,0,0,0
carya_ovata,NA_getlater,NA,NA,Gray,7,Jul,2,1920,7/2/1920,Massachusetts,Berkshire,2,0,1,0,0,0,0,0,0,1,0,0,0
desmodium_canadense,NA_getlater,NA,NA,NEBC,7,Jul,23,1920,7/23/1920,Massachusetts,Berkshire,3,0,0,0,0,0,0,0,0,0,0,0,0
quercus_bicolor,NA_getlater,NA,NA,NEBC_,8,Aug,2,1920,8/2/1920,Massachusetts,Berkshire,2,0,0,0,0,0,0,0,0,2,0,0,0
vaccinium_angustifolium,AK_Harris,NA,NA,NEBC,8,Aug,27,1948,8/27/1948,Massachusetts,Berkshire,4,2,0,0,0,0,0,0,0,0,0,0,0
carya_ovata,NA_getlater,NA,NA,NEBC,8,Aug,29,1990,8/29/1990,Massachusetts,Berkshire,3,0,0,0,0,0,0,0,0,4,0,0,0
desmodium_canadense,NA_getlater,2867,NA,NEBC,8,Aug,9,1914,8/9/1914,Massachusetts,Branstable,0,0,0,0,0,0,0,0,0,0,0,0,0
desmodium_canadense,NA_getlater,2918,NA,NEBC,8,Aug,12,1914,8/12/1914,Massachusetts,Branstable,1,0,0,0,0,0,0,0,0,0,0,0,0
desmodium_canadense,NA_getlater,18633,NA,NEBC,9,Sep,7,1919,9/7/1919,Massachusetts,Branstable,2,2,0,0,0,0,0,0,0,1,0,0,0
desmodium_canadense,NA_getlater,541,NA,NEBC,9,Sep,6,1923,9/6/1923,Massachusetts,Branstable,3,0,0,2,0,0,0,0,0,0,0,0,0
desmodium_canadense,NA_getlater,2408,NA,NEBC,8,Aug,9,1927,8/9/1927,Massachusetts,Branstable,5,5,0,4,0,0,0,0,0,0,0,0,0
quercus_bicolor,NA_getlater,NA,NA,NEBC,6,Jun,8,1904,6/8/1904,Massachusetts,Bristol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vaccinium_angustifolium,Oakes_Ames,6183,NA,OA,5,May,19,1916,5/19/1916,Massachusetts,Bristol,0,0,0,0,0,0,0,0,0,0,0,0,0
quercus_bicolor,NA_getlater,NA,NA,NEBC,7,Jul,9,1923,7/9/1923,Massachusetts,Bristol,3,1,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,CA_Weatherby,NA,NA,NEBC,5,May,23,1934,5/23/1934,Massachusetts,Bristol,0,0,0,0,0,0,0,0,0,0,0,0,0
quercus_bicolor,NA_getlater,NA,NA,NEBC,9,Sep,17,1935,9/17/1935,Massachusetts,Bristol,4,0,0,0,0,0,0,0,0,2,0,0,0
vaccinium_angustifolium,W_Moherg,NA,NA,GH,8,Aug,30,1936,8/30/1936,Massachusetts,Bristol,1,0,0,0,0,0,0,0,0,0,0,0,0
carya_ovata,NA_getlater,NA,NA,Gray,7,Jul,15,1957,7/15/1957,Massachusetts,Bristol,0,0,0,0,0,0,0,0,0,1,0,0,0
carya_ovata,NA_getlater,17184,NA,NEBC,7,Jul,15,1957,7/15/1957,Massachusetts,Bristol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
quercus_bicolor,NA_getlater,NA,NA,NEBC,9,Sep,16,1957,9/16/1957,Massachusetts,Bristol,0,0,0,2,3,0,0,0,0,0,0,0,0
quercus_bicolor,NA_getlater,NA,NA,Oakes_Ames,9,Sep,16,1957,9/16/1957,Massachusetts,Bristol,5,0,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,FC_Seymour,19691,NA,NEBC,5,May,7,1962,5/7/1962,Massachusetts,Bristol,2,0,0,0,0,0,0,0,0,0,0,0,0
desmodium_canadense,NA_getlater,NA,NA,NEBC,10,Oct,5,1911,10/5/1911,Massachusetts,Dukes,4,0,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,FC_Seymour,1758,NA,GH,9,Sep,11,1917,9/11/1917,Massachusetts,Dukes,2,0,3,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,FC_Seymour,1758,NA,NEBC,9,Sep,11,1917,9/11/1917,Massachusetts,Dukes,1,0,1,0,0,0,0,0,0,1,0,0,0
desmodium_canadense,NA_getlater,1241,NA,Gray,9,Sep,12,1917,9/12/1917,Massachusetts,Dukes,2,3,0,0,3,0,0,0,0,0,0,0,0
desmodium_canadense,NA_getlater,1241,NA,NEBC,9,Sep,12,1917,9/12/1917,Massachusetts,Dukes,3,3,0,2,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,SD_McKelvey,NA,NA,AA,7,Jul,31,1925,7/31/1925,Massachusetts,Dukes,2,1,1,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,EJ_Palmer,45050,NA,AA,6,Jun,28,1940,6/28/1940,Massachusetts,Dukes,3,0,0,0,0,0,0,0,0,0,0,0,0
carya_ovata,NA_getlater,NA,NA,Arnold,5,May,24,1902,5/24/1902,Massachusetts,Essex,1,0,0,0,0,0,0,0,0,0,0,0,0
carya_ovata,NA_getlater,NA,NA,NEBC,5,May,31,1902,5/31/1902,Massachusetts,Essex,1,0,0,0,0,0,0,0,0,0,0,0,0
quercus_bicolor,NA_getlater,NA,NA,NEBC,5,May,23,1903,5/23/1903,Massachusetts,Essex,1,0,0,0,0,0,0,0,0,0,0,0,0
quercus_bicolor,NA_getlater,NA,NA,NEBC,6,Jun,6,1903,6/6/1903,Massachusetts,Essex,0,0,0,0,0,0,0,0,0,0,0,0,0
quercus_bicolor,NA_getlater,NA,NA,NA,9,Sep,19,1908,9/19/1908,Massachusetts,Essex,5,0,0,0,0,0,0,0,0,0,0,0,0
carya_ovata,NA_getlater,NA,NA,NEBC,6,Jun,14,1913,6/14/1913,Massachusetts,Essex,3,1,0,0,0,0,0,0,0,1,0,0,0
quercus_bicolor,NA_getlater,NA,NA,NEBC,7,Jul,15,1916,7/15/1916,Massachusetts,Essex,5,0,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,LA_Wheeler,109203,NA,NEBC,5,May,12,1922,5/12/1922,Massachusetts,Essex,0,0,0,0,0,0,0,0,0,0,0,0,0
quercus_bicolor,NA_getlater,3372,NA,Arnold,7,Jul,8,1924,7/8/1924,Massachusetts,Essex,0,0,0,0,0,0,0,0,0,0,0,0,0
carya_ovata,NA_getlater,NA,NA,NEBC,9,Sep,29,1932,9/29/1932,Massachusetts,Essex,4,1,0,0,0,0,0,0,0,2,0,0,0
desmodium_canadense,NA_getlater,NA,NA,NEBC,7,Jul,9,1933,7/9/1933,Massachusetts,Essex,2,0,0,0,0,0,0,0,0,0,0,0,0
quercus_bicolor,NA_getlater,NA,NA,NEBC,9,Sep,19,1935,9/19/1935,Massachusetts,Essex,1,2,0,0,0,0,0,0,0,0,0,0,0
quercus_bicolor,NA_getlater,NA,NA,Arnold,7,Jul,21,1942,7/21/1942,Massachusetts,Essex,1,0,0,0,0,0,0,0,0,0,0,0,0
quercus_bicolor,NA_getlater,NA,NA,Gray,9,Sep,27,1949,9/27/1949,Massachusetts,Essex,2,2,0,0,0,0,1,0,0,0,0,0,1
quercus_bicolor,NA_getlater,NA,NA,NEBC,9,Sep,23,1954,9/23/1954,Massachusetts,Essex,4,0,0,0,0,0,0,0,0,1,0,0,0
quercus_bicolor,NA_getlater,NA,NA,Gray,10,Oct,7,1884,10/7/1884,Massachusetts,Essex,5,1,0,0,0,0,0,0,0,0,0,0,0
quercus_bicolor,NA_getlater,NA,NA,Arnold,10,Oct,7,1884,10/7/1884,Massachusetts,Essex,2,1,0,0,0,0,0,0,0,1,0,0,0
quercus_bicolor,NA_getlater,NA,NA,Arnold,5,May,21,1886,5/21/1886,Massachusetts,Essex,0,0,0,0,0,0,0,0,0,0,0,0,0
desmodium_canadense,NA_getlater,2188,NA,NEBC,8,Aug,25,1902,8/25/1902,Massachusetts,Franklin,0,1,0,0,0,0,0,0,0,0,0,0,0
desmodium_canadense,NA_getlater,86,NA,Gray,8,Aug,19,1908,8/19/1908,Massachusetts,Franklin,2,1,0,0,0,0,0,0,0,0,0,0,0
carya_ovata,NA_getlater,NA,NA,NEBC,6,Jun,10,1911,6/10/1911,Massachusetts,Franklin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
carya_ovata,NA_getlater,NA,NA,NEBC,5,May,15,1915,5/15/1915,Massachusetts,Franklin,2,0,0,0,0,0,0,0,0,0,0,0,0
desmodium_canadense,NA_getlater,4786,NA,NEBC,8,Aug,26,1936,8/26/1936,Massachusetts,Franklin,4,0,0,0,0,0,0,0,0,0,0,0,0
carya_ovata,NA_getlater,1487,NA,Gray,8,Aug,26,1963,8/26/1963,Massachusetts,Franklin,1,1,0,0,1,0,0,0,0,0,0,0,0
carya_ovata,NA_getlater,1490,NA,Gray,8,Aug,29,1963,8/29/1963,Massachusetts,Franklin,2,0,0,0,0,0,0,0,0,0,0,0,0
carya_ovata,NA_getlater,NA,NA,NEBC,8,Aug,8,1970,8/8/1970,Massachusetts,Franklin,2,0,0,0,0,0,0,0,3,0,0,0,0
carya_ovata,NA_getlater,NA,NA,NEBC,9,Sep,21,1970,9/21/1970,Massachusetts,Franklin,4,0,0,0,0,0,0,0,0,4,0,0,0
carya_ovata,NA_getlater,NA,NA,NEBC,9,Sep,27,1970,9/27/1970,Massachusetts,Franklin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
desmodium_canadense,NA_getlater,NA,NA,NEBC,8,Aug,2,1898,8/2/1898,Massachusetts,Franklin,0,1,0,0,0,0,0,0,0,0,0,0,0
carya_ovata,NA_getlater,NA,NA,NEBC,5,May,17,1913,5/17/1913,Massachusetts,Hampden,0,0,0,0,0,0,0,0,0,0,0,0,0
carya_ovata,NA_getlater,NA,NA,NEBC,5,May,17,1913,5/17/1913,Massachusetts,Hampden,0,0,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,H_StJohn_D_White,94,NA,NEBC,5,May,17,1913,5/17/1913,Massachusetts,Hampden,0,0,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,CH_Knowlton_FW_Hunnewell,NA,NA,NEBC,5,May,17,1913,5/17/1913,Massachusetts,Hampden,4,0,0,0,0,0,0,0,0,0,0,0,0
carya_ovata,NA_getlater,NA,NA,NEBC,5,May,18,1913,5/18/1913,Massachusetts,Hampden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
quercus_bicolor,NA_getlater,NA,NA,NEBC,5,May,18,1913,5/18/1913,Massachusetts,Hampden,3,0,0,0,0,0,0,0,0,0,0,0,0
carya_ovata,NA_getlater,NA,NA,Gray,9,Sep,20,1913,9/20/1913,Massachusetts,Hampden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
quercus_bicolor,NA_getlater,NA,NA,NEBC,8,Aug,19,1914,8/19/1914,Massachusetts,Hampden,0,0,0,0,0,0,0,0,5,0,0,0,0
desmodium_canadense,NA_getlater,NA,NA,NEBC,9,Sep,23,1915,9/23/1915,Massachusetts,Hampden,1,0,2,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,CA_Weatherby,5199,NA,NEBC,7,Jul,23,1923,7/23/1923,Massachusetts,Hampden,2,1,0,0,0,0,0,0,0,0,0,0,0
desmodium_canadense,NA_getlater,486,NA,Gray,9,Sep,8,1925,9/8/1925,Massachusetts,Hampden,1,0,0,2,0,0,0,0,0,0,0,0,0
quercus_bicolor,NA_getlater,NA,NA,Gray_,9,Sep,24,1929,9/24/1929,Massachusetts,Hampden,4,0,2,1,0,0,0,0,2,0,0,0,0
desmodium_canadense,NA_getlater,40526,NA,NEBC,8,Aug,13,2008,8/13/2008,Massachusetts,Hampden,2,3,1,0,0,0,0,0,0,0,0,0,0
desmodium_canadense,NA_getlater,40526,NA,NEBC,8,Aug,13,2008,8/13/2008,Massachusetts,Hampden,1,2,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,Ch_Knowlton,NA,NA,NEBC,5,May,16,1922,5/16/1922,Massachusetts,Hampshire,0,0,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,AS_Goodale_SF_Potsubay_FR_StJohn,NA,NA,NEBC,7,Jul,7,1931,7/7/1931,Massachusetts,Hampshire,5,0,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,AS_Goodale_SF_Potsubay_FR_StJohn,NA,NA,NEBC,7,Jul,23,1931,7/23/1931,Massachusetts,Hampshire,2,3,0,0,0,0,0,0,0,0,0,0,0
carya_ovata,NA_getlater,NA,NA,Arnold,7,Jul,23,1932,7/23/1932,Massachusetts,Hampshire,1,0,0,0,0,0,0,0,3,0,0,0,0
carya_ovata,NA_getlater,NA,NA,Oak_Ames,5,May,12,1941,5/12/1941,Massachusetts,Hampshire,1,0,0,0,0,0,0,0,0,0,0,0,0
carya_ovata,NA_getlater,NA,NA,Gray,5,May,21,1942,5/21/1942,Massachusetts,Hampshire,2,0,0,0,0,0,0,0,0,0,0,0,0
carya_ovata,NA_getlater,NA,NA,Gray,8,Aug,2,1942,8/2/1942,Massachusetts,Hampshire,0,0,0,0,0,0,2,0,4,0,0,0,0
quercus_bicolor,NA_getlater,NA,NA,NEBC,9,Sep,2,1979,9/2/1979,Massachusetts,Hampshire,5,0,0,1,0,0,0,0,0,0,0,0,0
quercus_bicolor,NA_getlater,NA,NA,NEBC,9,Sep,7,1979,9/7/1979,Massachusetts,Hampshire,2,2,3,0,0,0,0,0,0,0,0,0,0
desmodium_canadense,NA_getlater,NA,NA,NEBC,9,Sep,7,1901,9/7/1901,Massachusetts,Middlesex,1,0,0,0,0,0,0,0,0,0,0,0,0
desmodium_canadense,NA_getlater,NA,NA,NEBC,8,Aug,7,1902,8/7/1902,Massachusetts,Middlesex,0,2,0,0,0,0,0,0,0,0,0,0,0
carya_ovata,NA_getlater,NA,NA,NEBC,5,May,22,1903,5/22/1903,Massachusetts,Middlesex,2,0,0,0,0,0,0,0,0,0,0,0,0
carya_ovata,NA_getlater,NA,NA,Gray,6,Jun,27,1903,6/27/1903,Massachusetts,Middlesex,0,0,0,0,0,0,0,0,0,0,0,0,0
desmodium_canadense,NA_getlater,NA,NA,Gray,8,Aug,2,1903,8/2/1903,Massachusetts,Middlesex,1,2,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,AH_Moore,2694,NA,AA,5,May,14,1905,5/14/1905,Massachusetts,Middlesex,0,0,0,0,0,0,0,0,0,0,0,0,0
desmodium_canadense,NA_getlater,NA,NA,NEBC,8,Aug,26,1906,8/26/1906,Massachusetts,Middlesex,1,0,0,0,0,0,0,0,0,0,0,0,0
desmodium_canadense,NA_getlater,11392,NA,NEBC,7,Jul,18,1908,7/18/1908,Massachusetts,Middlesex,3,3,0,0,0,0,0,0,0,0,0,0,0
quercus_bicolor,NA_getlater,NA,NA,NEBC,10,Oct,3,1909,10/3/1909,Massachusetts,Middlesex,3,0,2,1,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,FS_Collins,NA,NA,NEBC,5,May,15,1910,5/15/1910,Massachusetts,Middlesex,1,0,0,0,0,0,0,0,0,0,0,0,0
quercus_bicolor,NA_getlater,NA,NA,NEBC,9,Sep,28,1913,9/28/1913,Massachusetts,Middlesex,0,2,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,FW_Hunnewell,3383,NA,NEBC,5,May,9,1915,5/9/1915,Massachusetts,Middlesex,0,0,0,0,0,0,0,0,0,0,0,0,0
desmodium_canadense,NA_getlater,15836,NA,NEBC,8,Aug,29,1915,8/29/1915,Massachusetts,Middlesex,3,5,0,0,0,0,0,0,0,0,0,0,0
quercus_bicolor,NA_getlater,NA,NA,NEBC,9,Sep,22,1915,9/22/1915,Massachusetts,Middlesex,1,0,0,2,1,0,0,0,0,0,0,0,0
quercus_bicolor,NA_getlater,NA,NA,NEBC,10,Oct,12,1915,10/12/1915,Massachusetts,Middlesex,0,0,0,3,0,0,1,0,0,0,0,0,0
desmodium_canadense,NA_getlater,NA,NA,NEBC,8,Aug,29,1916,8/29/1916,Massachusetts,Middlesex,0,0,0,0,0,0,0,0,0,0,0,0,0
quercus_bicolor,NA_getlater,NA,NA,NEBC,6,Jun,11,1919,6/11/1919,Massachusetts,Middlesex,3,0,0,0,0,0,0,0,0,0,0,0,0
desmodium_canadense,NA_getlater,NA,NA,NEBC,8,Aug,1,1919,8/1/1919,Massachusetts,Middlesex,0,0,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,RJ_Eaton,NA,NA,NEBC,7,Jul,4,1920,7/4/1920,Massachusetts,Middlesex,2,2,0,0,0,0,0,0,0,0,0,0,0
quercus_bicolor,NA_getlater,NA,NA,NEBC,9,Sep,23,1920,9/23/1920,Massachusetts,Middlesex,2,0,3,1,0,0,1,0,0,0,0,0,0
carya_ovata,NA_getlater,NA,NA,NEBC,5,May,15,1922,5/15/1922,Massachusetts,Middlesex,0,0,0,0,0,0,0,0,0,0,0,0,0
desmodium_canadense,NA_getlater,8571,NA,Gray,7,Jul,7,1925,7/7/1925,Massachusetts,Middlesex,0,2,0,0,0,0,0,0,0,0,0,0,0
desmodium_canadense,NA_getlater,8586,NA,Gray,7,Jul,20,1930,7/20/1930,Massachusetts,Middlesex,3,2,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,DL_Ordway_C_Bullard,NA,NA,NEBC,9,Sep,5,1933,9/5/1933,Massachusetts,Middlesex,3,2,0,0,0,0,0,0,0,0,0,0,0
desmodium_canadense,NA_getlater,NA,NA,NEBC,7,Jul,11,1934,7/11/1934,Massachusetts,Middlesex,2,2,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,RJ_Eaton,NA,NA,NEBC,6,Jun,7,1935,6/7/1935,Massachusetts,Middlesex,3,0,0,0,0,0,0,0,0,0,0,0,0
carya_ovata,NA_getlater,NA,NA,NEBC,6,Jun,22,1935,6/22/1935,Massachusetts,Middlesex,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
carya_ovata,NA_getlater,NA,NA,NEBC,9,Sep,29,1935,9/29/1935,Massachusetts,Middlesex,1,0,0,0,0,0,0,0,0,2,0,0,0
carya_ovata,NA_getlater,NA,NA,Gray,5,May,18,1936,5/18/1936,Massachusetts,Middlesex,0,0,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,LB_Smith,1171,NA,GH,5,May,6,1941,5/6/1941,Massachusetts,Middlesex,2,0,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,JA_Schafer,86,NA,NEBC,9,Sep,28,1941,9/28/1941,Massachusetts,Middlesex,0,4,0,0,0,0,0,0,0,0,0,0,0
desmodium_canadense,NA_getlater,NA,NA,Gray,8,Aug,16,1945,8/16/1945,Massachusetts,Middlesex,0,0,0,0,0,0,0,0,0,0,0,0,0
desmodium_canadense,NA_getlater,NA,NA,Gray,8,Aug,16,1945,8/16/1945,Massachusetts,Middlesex,3,2,1,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,RJ_Eaton,NA,NA,NEBC,5,May,25,1956,5/25/1956,Massachusetts,Middlesex,0,0,0,0,0,0,0,0,0,0,0,0,0
quercus_bicolor,NA_getlater,NA,NA,NEBC,6,Jun,2,1960,6/2/1960,Massachusetts,Middlesex,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
desmodium_canadense,NA_getlater,6033,NA,NEBC,7,Jul,30,1967,7/30/1967,Massachusetts,Middlesex,2,1,0,0,0,0,0,0,0,0,0,0,0
carya_ovata,NA_getlater,NA,NA,NEBC,9,Sep,17,1970,9/17/1970,Massachusetts,Middlesex,0,0,0,0,0,0,0,0,0,0,0,0,0
carya_ovata,NA_getlater,NA,NA,NEBC,9,Sep,17,1970,9/17/1970,Massachusetts,Middlesex,0,0,0,0,0,0,0,0,5,0,0,0,0
carya_ovata,NA_getlater,NA,NA,NA,9,Sep,17,1970,9/17/1970,Massachusetts,Middlesex,1,0,1,0,0,0,0,0,3,2,0,0,0
vaccinium_angustifolium,EW_Wood,4689,NA,AA,5,May,8,1982,5/8/1982,Massachusetts,Middlesex,0,0,0,0,0,0,0,0,0,0,0,0,0
desmodium_canadense,NA_getlater,NA,NA,Gray,8,Aug,16,1987,8/16/1987,Massachusetts,Middlesex,5,5,0,4,0,0,0,0,0,0,0,0,0
desmodium_canadense,NA_getlater,3666,NA,Gray,10,Oct,6,2005,10/6/2005,Massachusetts,Middlesex,0,4,0,0,0,0,0,0,0,3,0,0,0
vaccinium_angustifolium,AR_Brach,2015-30,NA,AA,5,May,12,2015,5/12/2015,Massachusetts,Middlesex,1,0,0,0,0,0,0,0,0,0,0,0,0
quercus_bicolor,NA_getlater,NA,NA,NEBC,9,Sep,14,1884,9/14/1884,Massachusetts,Middlesex,3,2,0,0,0,0,0,0,0,4,0,0,0
quercus_bicolor,NA_getlater,NA,NA,NEBC,5,May,22,1886,5/22/1886,Massachusetts,Middlesex,3,0,0,0,0,0,0,0,0,0,0,0,0
carya_ovata,NA_getlater,NA,NA,NEBC,5,May,29,1887,5/29/1887,Massachusetts,Middlesex,0,0,0,0,0,0,0,0,0,0,0,0,0
carya_ovata,F,NA,NA,NEBC,5,May,30,1896,5/30/1896,Massachusetts,Middlesex,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
desmodium_canadense,NA_getlater,NA,NA,NEBC,7,Jul,19,1896,7/19/1896,Massachusetts,Middlesex,2,2,0,0,0,0,0,0,0,0,0,0,0
desmodium_canadense,NA_getlater,NA,NA,NEBC,8,Aug,23,1896,8/23/1896,Massachusetts,Middlesex,2,4,0,1,0,0,0,0,0,0,0,0,0
desmodium_canadense,F,NA,NA,NEBC,8,Aug,21,1897,8/21/1897,Massachusetts,Middlesex,1,1,0,0,0,0,0,0,0,0,0,0,0
quercus_bicolor,NA_getlater,NA,NA,NEBC,9,Sep,5,1897,9/5/1897,Massachusetts,Middlesex,2,2,0,0,0,0,1,0,0,0,0,0,0
quercus_bicolor,NA_getlater,NA,NA,Gray,9,Sep,5,1897,9/5/1897,Massachusetts,Middlesex,1,0,0,0,0,0,0,0,0,0,0,0,1
quercus_bicolor,NA_getlater,NA,NA,NEBC,5,May,30,1898,5/30/1898,Massachusetts,Middlesex,2,0,0,0,0,0,0,0,0,0,0,0,0
quercus_bicolor,NA_getlater,NA,NA,Gray,5,May,14,1899,5/14/1899,Massachusetts,Middlesex,2,0,0,0,0,0,0,0,0,0,0,0,0
quercus_bicolor,NA_getlater,NA,NA,NEBC,5,May,14,1899,5/14/1899,Massachusetts,Middlesex,0,0,0,0,0,0,0,0,0,0,0,0,0
carya_ovata,NA_getlater,NA,NA,NEBC,5,May,23,1899,5/23/1899,Massachusetts,Middlesex,0,0,0,0,0,0,0,0,0,0,0,0,0
carya_ovata,NA_getlater,NA,NA,NEBC,5,May,28,1899,5/28/1899,Massachusetts,Middlesex,4,0,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,WPR,NA,NA,NEBC,5,May,14,1896,5/14/1896,Massachusetts,Middlesex,0,0,0,0,0,0,0,0,0,0,0,0,0
carya_ovata,NA_getlater,NA,NA,NEBC,6,Jun,NA,1884,NA,Massachusetts,Middlesex,0,0,0,0,0,0,0,0,0,0,0,0,0
carya_ovata,NA_getlater,NA,NA,NEBC,8,Aug,4,1906,8/4/1906,Massachusetts,Nantucket,3,0,0,0,0,0,0,0,0,0,0,0,0
carya_ovata,NA_getlater,NA,NA,NEBC,8,Aug,4,1906,8/4/1906,Massachusetts,Nantucket,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vaccinium_angustifolium,EP_Bicknell,6939,NA,NEBC,8,Aug,7,1906,8/7/1906,Massachusetts,Nantucket,5,1,0,0,0,0,0,0,0,0,0,0,0
quercus_bicolor,NA_getlater,NA,NA,NEBC,6,Jun,9,1908,6/9/1908,Massachusetts,Nantucket,1,0,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,EP_Bicknell,6873,NA,NEBC,6,Jun,9,1909,6/9/1909,Massachusetts,Nantucket,4,0,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,RC_Bean,NA,NA,NEBC,7,Jul,26,1943,7/26/1943,Massachusetts,Nantucket,3,0,0,0,0,0,0,0,0,0,0,0,0
vaccinium_angustifolium,EJ_Palmer,47758,NA,AA,7,Jul,18,1946,7/18/1946,Massachusetts,Nantucket,2,0,0,0,0,0,0,0,0,2,0,0,0
carya_ovata,NA_getlater,NA,NA,NEBC,5,May,15,1909,5/15/1909,Massachusetts,Norfolk,0,0,0,0,0,0,0,0,0,0,0,0,0
